transaction_id,customer_id,transaction_date,transaction_time,hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud,fraud_type
TXN0000002480,CUST00028983,26-11-2022,22:17:00,22,1,1,India,Paris,Education,Crypto,Mobile,18,516,0.5,26816.78,7.71,136,27,58.2,0.92,0,4,0,0,None
TXN0000002481,CUST00000208,17-03-2024,20:42:00,20,1,0,USA,Lyon,Online Shopping,Mobile Payment,POS Terminal,61,820,6.4,31713.33,61.99,157,29,1.3,2.23,0,0,0,0,None
TXN0000002482,CUST00088734,15-03-2024,08:13:00,8,0,0,Mexico,New York,Travel,Credit Card,Desktop,70,523,3.1,10255.54,658.24,144,19,66.6,7.34,0,0,0,0,None
TXN0000002483,CUST00124983,08-10-2020,19:28:00,19,0,0,Brazil,Mexico City,Restaurant,Credit Card,Desktop,67,633,3.1,14040,436.23,146,23,24.6,9.49,1,0,0,0,None
TXN0000002484,CUST00068620,30-10-2021,04:28:00,4,1,1,Japan,Tokyo,Restaurant,Credit Card,Mobile,53,644,6.3,20699.47,64.39,157,17,14,33.21,0,0,1,0,None
TXN0000002485,CUST00160401,03-05-2021,16:41:00,16,0,0,Mexico,New York,Crypto Exchange,Debit Card,ATM,49,687,2.6,30538.38,56.13,142,23,27.7,16.81,0,0,0,0,None
TXN0000002486,CUST00046480,13-10-2021,23:15:00,23,0,1,USA,Osaka,Healthcare,Bank Transfer,Mobile,31,710,5.7,3389.74,65.83,149,14,57.6,3.17,0,0,0,0,None
TXN0000002487,CUST00151176,01-02-2022,23:32:00,23,0,1,USA,Osaka,Entertainment,Mobile Payment,Mobile,72,811,2.9,10206.44,80.42,141,18,27.3,36.89,0,0,0,0,None
TXN0000002488,CUST00170964,25-02-2022,14:29:00,14,0,0,Japan,Rio,Restaurant,Debit Card,Desktop,37,566,2.4,1481.47,21.35,170,18,25.4,26.25,0,0,0,0,None
TXN0000002489,CUST00141827,15-11-2022,08:18:00,8,0,0,UK,Mumbai,Utilities,Bank Transfer,Mobile,51,754,1.5,662.82,49.02,154,27,17.1,1.19,1,0,0,0,None
TXN0000002490,CUST00081438,21-09-2024,08:54:00,8,1,0,Brazil,Vancouver,Clothing,Credit Card,Mobile,81,601,13.8,7723.85,42.95,156,23,73.8,19.64,0,0,0,0,None
TXN0000002491,CUST00098541,23-05-2023,14:42:00,14,0,0,USA,Tokyo,Entertainment,Debit Card,Mobile,44,723,30,2282.85,26.24,136,20,1.4,15.89,1,1,0,0,None
TXN0000002492,CUST00072983,05-12-2022,19:36:00,19,0,0,India,Vancouver,ATM Withdrawal,Debit Card,Mobile,78,755,4,38929.23,28.67,152,18,16.1,3.86,1,0,0,0,None
TXN0000002493,CUST00102748,06-07-2020,09:51:00,9,0,0,Germany,Berlin,Electronics,Debit Card,Desktop,44,691,2.1,42023.78,1031.57,145,21,15,3.39,0,0,0,0,None
TXN0000002494,CUST00186995,28-01-2021,21:25:00,21,0,0,Canada,Toronto,Crypto Exchange,Credit Card,Mobile,70,733,7.1,6059.68,46.11,129,19,20.7,7.58,0,0,0,0,None
TXN0000002495,CUST00048232,28-10-2023,16:07:00,16,1,0,Australia,Osaka,Fuel,Debit Card,Mobile,75,719,10.9,22541.63,272,158,27,22.1,11.76,0,0,0,0,None
TXN0000002496,CUST00029302,19-03-2022,02:49:00,2,1,1,USA,Melbourne,Travel,Credit Card,Mobile,53,745,28.7,17133.13,39.75,148,21,20.8,5.7,0,0,0,0,None
TXN0000002497,CUST00193784,23-02-2020,01:55:00,1,1,1,USA,Tokyo,Clothing,Bank Transfer,Mobile,60,601,18.2,3163.01,186.92,140,21,20.4,23.3,0,3,0,0,None
TXN0000002498,CUST00172396,01-06-2024,12:08:00,12,1,0,Germany,Guadalajara,Online Shopping,Credit Card,ATM,55,769,1.3,16767.05,15.4,150,16,7,47.3,0,0,0,0,None
TXN0000002499,CUST00018753,04-01-2020,19:25:00,19,1,0,USA,Toronto,Restaurant,Debit Card,Desktop,55,835,2.9,54584.84,76.59,151,14,2.8,7.34,0,0,0,0,None
TXN0000002500,CUST00098453,08-05-2020,03:44:00,3,0,1,India,Berlin,Gaming,Debit Card,Desktop,34,602,5.3,19177.55,80.82,135,26,23.2,15.96,0,0,0,0,None
TXN0000002501,CUST00144468,14-09-2021,14:15:00,14,0,0,USA,London,Clothing,Credit Card,Desktop,33,850,1.2,14183.8,72.26,168,28,1.3,11.74,0,0,0,0,None
TXN0000002502,CUST00121238,13-09-2024,22:04:00,22,0,1,Mexico,Sydney,Restaurant,Credit Card,Mobile,40,622,4.9,6405.81,68.06,153,20,7.3,1.9,0,0,0,0,None
TXN0000002503,CUST00056274,14-11-2022,05:07:00,5,0,1,Mexico,Manchester,Healthcare,Credit Card,Desktop,44,661,7,1274.19,40.56,157,17,13.2,10.23,0,0,0,0,None
TXN0000002504,CUST00091879,04-09-2022,05:34:00,5,1,1,USA,Munich,Crypto Exchange,Debit Card,Desktop,51,664,1,592.96,27.49,163,29,20.9,16.79,0,0,1,0,None
TXN0000002505,CUST00004896,21-01-2022,13:43:00,13,0,0,USA,Munich,Utilities,Bank Transfer,Desktop,22,710,0.1,802.47,264.73,162,20,15.1,3.03,0,0,0,0,None
TXN0000002506,CUST00119969,07-02-2024,23:41:00,23,0,1,USA,Mumbai,Jewelry,Debit Card,Mobile,19,675,1.5,17969.89,250.36,158,16,35.8,28.33,0,4,0,0,None
TXN0000002507,CUST00115701,15-09-2023,15:57:00,15,0,0,Brazil,Lyon,Electronics,Credit Card,Mobile,65,546,0.3,8885.73,1998.88,144,18,11.9,2.89,0,0,0,0,None
TXN0000002508,CUST00076560,03-01-2020,22:44:00,22,0,1,Brazil,Toronto,Restaurant,Debit Card,Mobile,45,642,2.7,25536.8,22.49,174,21,19.4,6.43,0,3,0,0,None
TXN0000002509,CUST00010700,25-01-2022,00:25:00,0,0,1,Japan,Sydney,Crypto Exchange,Bank Transfer,Mobile,47,678,0.2,4119.26,30.81,158,27,11.4,2.79,0,0,0,0,None
TXN0000002510,CUST00196134,02-08-2024,15:18:00,15,0,0,Mexico,Osaka,Gaming,Credit Card,Mobile,23,642,4.5,3523.42,230.43,135,21,17.7,3.85,0,0,0,0,None
TXN0000002511,CUST00009716,03-04-2021,12:27:00,12,1,0,Canada,Mumbai,ATM Withdrawal,Credit Card,Tablet,52,766,7.4,11061.98,62.62,144,27,8.6,3.08,0,0,0,0,None
TXN0000002512,CUST00019170,22-09-2022,02:21:00,2,0,1,USA,Mexico City,Jewelry,Credit Card,Desktop,27,813,0.9,3420.56,733.82,177,20,2.2,17.68,0,1,0,0,None
TXN0000002513,CUST00118414,26-07-2020,07:22:00,7,1,0,USA,Ṣo Paulo,Jewelry,Credit Card,Mobile,33,713,2.3,16354.99,162.82,157,23,15.1,7.69,0,2,0,0,None
TXN0000002514,CUST00147236,07-04-2022,08:08:00,8,0,0,USA,Melbourne,Education,Mobile Payment,Desktop,32,719,1,30890.84,15.29,139,23,35.1,18.46,0,0,0,0,None
TXN0000002515,CUST00119265,06-08-2024,04:08:00,4,0,1,Japan,Manchester,Travel,Debit Card,Mobile,18,700,0.2,5488.5,1019.31,141,22,25.6,20.04,0,0,0,0,None
TXN0000002516,CUST00005783,29-06-2021,19:09:00,19,0,0,Mexico,Ṣo Paulo,Clothing,Credit Card,ATM,55,647,5,9384.74,65.38,140,16,9.9,23.12,1,0,0,0,None
TXN0000002517,CUST00124482,01-06-2024,09:49:00,9,1,0,Mexico,Paris,Entertainment,Credit Card,Mobile,61,616,0.5,14370.24,145.63,150,20,3.7,4.15,0,0,1,0,None
TXN0000002518,CUST00035586,07-08-2024,03:53:00,3,0,1,USA,Paris,Online Shopping,Mobile Payment,Desktop,37,662,5.3,10557.94,235.38,144,19,0.7,3.77,0,0,0,0,None
TXN0000002519,CUST00030683,13-10-2020,10:15:00,10,0,0,USA,Manchester,Gaming,Credit Card,Mobile,59,783,0.2,3492.35,40.42,162,20,1.9,17.61,0,1,0,0,None
TXN0000002520,CUST00178937,21-12-2020,19:15:00,19,0,0,USA,Delhi,Travel,Credit Card,Desktop,18,746,4.4,41805.9,225.84,137,16,14.3,1.07,0,0,0,0,None
TXN0000002521,CUST00129993,23-10-2023,03:44:00,3,0,1,Japan,London,Healthcare,Credit Card,Mobile,52,850,0.2,7393.98,66.96,160,15,25.3,8.16,0,4,0,0,None
TXN0000002522,CUST00084417,03-08-2023,04:25:00,4,0,1,India,Guadalajara,Jewelry,Credit Card,Mobile,74,758,15.4,6413.3,254.18,136,18,33.8,20.71,0,0,0,0,None
TXN0000002523,CUST00186187,24-01-2024,13:58:00,13,0,0,Japan,Berlin,Grocery,Credit Card,POS Terminal,32,742,5.1,20012.72,135.48,167,25,25.9,14.93,0,0,0,0,None
TXN0000002524,CUST00127811,16-08-2022,08:02:00,8,0,0,USA,Berlin,ATM Withdrawal,Debit Card,POS Terminal,28,764,6.6,2207.97,25.59,146,22,17.6,19.63,0,2,1,1,Card Cloning
TXN0000002525,CUST00038068,05-10-2020,01:38:00,1,0,1,Canada,Sydney,Crypto Exchange,Mobile Payment,Desktop,38,572,4.7,20980.77,355.15,150,18,4.4,5.12,0,0,0,0,None
TXN0000002526,CUST00173758,06-12-2021,05:15:00,5,0,1,USA,London,Electronics,Debit Card,Desktop,52,625,16.9,29963.11,884.06,161,22,6.8,4.37,0,0,0,0,None
TXN0000002527,CUST00018074,13-09-2024,04:25:00,4,0,1,Germany,Manchester,Electronics,Credit Card,Mobile,45,695,1.9,2494.64,53.48,145,17,13.9,13.8,0,0,0,0,None
TXN0000002528,CUST00036036,01-12-2022,00:55:00,0,0,1,India,Los Angeles,Travel,Debit Card,Mobile,59,605,1.7,2253.93,773.83,165,20,7.2,0.55,0,0,0,0,None
TXN0000002529,CUST00196050,16-09-2020,08:47:00,8,0,0,USA,Guadalajara,Online Shopping,Debit Card,POS Terminal,58,850,12.9,11761.13,43.41,139,20,19,21.04,0,0,0,0,None
TXN0000002530,CUST00090374,04-05-2024,16:51:00,16,1,0,Germany,Lyon,Utilities,Credit Card,ATM,28,696,3.8,1301.56,147.74,170,25,3.4,0.13,0,4,0,0,None
TXN0000002531,CUST00083363,07-10-2020,22:51:00,22,0,1,UK,Berlin,Grocery,Credit Card,POS Terminal,42,776,7.6,42696.11,44.33,149,19,40.2,3.96,0,0,1,0,None
TXN0000002532,CUST00090518,02-11-2023,03:16:00,3,0,1,Canada,New York,Fuel,Cheque,Mobile,60,686,4.3,6835.41,16.31,155,17,53.2,0.48,0,0,0,0,None
TXN0000002533,CUST00065451,10-11-2024,15:14:00,15,1,0,Japan,Melbourne,Entertainment,Debit Card,Mobile,38,607,3.5,28065.47,101.95,155,20,31.7,10.8,0,0,0,0,None
TXN0000002534,CUST00010383,28-01-2021,18:18:00,18,0,0,Mexico,Vancouver,Crypto Exchange,Debit Card,Desktop,38,810,11.1,75385.8,115.67,166,16,7.5,1.51,0,1,0,0,None
TXN0000002535,CUST00135510,18-05-2020,11:44:00,11,0,0,USA,Tokyo,ATM Withdrawal,Debit Card,POS Terminal,31,574,5.7,38659.74,192.15,125,17,6.2,43.8,0,0,0,0,None
TXN0000002536,CUST00195685,07-12-2021,08:06:00,8,0,0,Mexico,Mumbai,Healthcare,Credit Card,Mobile,50,827,0.2,22179.63,20.56,156,22,30,27.91,0,2,0,0,None
TXN0000002537,CUST00061930,19-03-2021,10:57:00,10,0,0,Australia,Tokyo,Education,Credit Card,Mobile,41,737,8.9,41777.19,117.76,135,19,16.7,17.89,0,0,0,0,None
TXN0000002538,CUST00098865,07-03-2024,10:14:00,10,0,0,Germany,Rio,Fuel,Credit Card,Tablet,68,631,0.1,13268.17,24.85,140,20,1.6,41.12,0,0,0,0,None
TXN0000002539,CUST00143402,12-07-2020,19:04:00,19,1,0,USA,Munich,ATM Withdrawal,Credit Card,Mobile,46,776,0.1,15089.43,161.1,152,17,6,22.59,1,0,0,1,Card Cloning
TXN0000002540,CUST00025170,15-04-2022,20:14:00,20,0,0,Mexico,Munich,Education,Mobile Payment,POS Terminal,71,727,1.6,12544.7,58.58,142,19,12.1,13.93,0,0,0,0,None
TXN0000002541,CUST00087469,09-06-2023,14:49:00,14,0,0,Brazil,Delhi,Grocery,Cheque,Mobile,25,712,5.9,21678.23,60.33,146,25,19.3,0.84,0,0,0,0,None
TXN0000002542,CUST00034595,22-01-2021,17:04:00,17,0,0,USA,Vancouver,Crypto Exchange,Mobile Payment,Mobile,53,707,3,2661.29,137.02,136,19,24.8,8.04,0,0,0,0,None
TXN0000002543,CUST00191704,05-03-2022,11:07:00,11,1,0,Brazil,Melbourne,Fuel,Debit Card,Desktop,35,578,0.5,1523.37,85.72,149,14,7.1,8.63,1,0,0,1,Account Takeover
TXN0000002544,CUST00045034,30-08-2023,06:12:00,6,0,1,Germany,Delhi,Online Shopping,Mobile Payment,POS Terminal,33,659,5,1326.41,247.55,155,24,5.7,11.75,0,0,0,0,None
TXN0000002545,CUST00063134,18-06-2023,07:14:00,7,1,0,France,Munich,Utilities,Bank Transfer,Desktop,44,654,5.7,11125.96,25.84,135,23,13.9,0.51,0,4,0,0,None
TXN0000002546,CUST00073862,29-07-2023,01:16:00,1,1,1,USA,Ṣo Paulo,Crypto Exchange,Debit Card,Mobile,26,723,0.5,4843.22,15.29,149,19,13.3,5.48,0,0,0,0,None
TXN0000002547,CUST00183363,01-05-2024,21:53:00,21,0,0,UK,Berlin,Healthcare,Debit Card,Tablet,18,667,13.2,6693.28,82.22,160,22,5.1,1.71,0,0,0,0,None
TXN0000002548,CUST00031751,28-07-2021,19:49:00,19,0,0,USA,Rio,Restaurant,Debit Card,Tablet,36,642,3,6527.34,123.13,149,18,63.5,27.2,0,0,0,0,None
TXN0000002549,CUST00040462,25-11-2023,23:48:00,23,1,1,UK,Manchester,Gaming,Credit Card,Mobile,73,588,3.5,78023.69,35.65,176,23,98.6,22.3,0,0,0,0,None
TXN0000002550,CUST00078223,29-11-2024,03:11:00,3,0,1,USA,Manchester,Electronics,Debit Card,Desktop,58,574,3.3,17137,661.2,148,19,20,21.4,0,0,0,0,None
TXN0000002551,CUST00112021,31-03-2021,04:11:00,4,0,1,UK,Vancouver,Fuel,Credit Card,Desktop,36,630,1.7,4063.57,30.39,125,19,30.9,16.75,0,0,0,1,Card Cloning
TXN0000002552,CUST00024227,07-03-2024,15:45:00,15,0,0,USA,Ṣo Paulo,Healthcare,Credit Card,ATM,47,574,1.4,4404.03,32.82,128,18,4,3.05,0,0,0,0,None
TXN0000002553,CUST00006722,05-07-2024,08:15:00,8,0,0,France,Sydney,Education,Debit Card,Mobile,48,671,2.9,4902.27,110.39,153,22,13.6,38.82,0,0,1,1,Phishing
TXN0000002554,CUST00187227,16-12-2023,21:10:00,21,1,0,Australia,Toronto,Clothing,Mobile Payment,Desktop,39,626,5.6,5536.17,12.6,139,19,13.5,24.93,0,0,1,0,None
TXN0000002555,CUST00020610,16-07-2020,23:40:00,23,0,1,Brazil,Manchester,Clothing,Bank Transfer,Desktop,31,772,3.6,6450.14,85.08,138,22,2.4,19.09,1,0,0,0,None
TXN0000002556,CUST00183203,11-06-2021,13:17:00,13,0,0,Japan,Rio,ATM Withdrawal,Credit Card,Mobile,64,786,0.8,25608.77,100.83,156,20,19.6,4.58,0,0,0,0,None
TXN0000002557,CUST00130514,26-09-2023,20:43:00,20,0,0,UK,Tokyo,Crypto Exchange,Debit Card,Mobile,53,757,0.5,22132.43,41.9,165,21,4,24.04,0,1,0,1,Card Cloning
TXN0000002558,CUST00104212,22-02-2020,08:39:00,8,1,0,USA,Guadalajara,Entertainment,Cheque,POS Terminal,19,652,8.8,11818.04,25.32,147,15,17.7,16.1,0,0,0,0,None
TXN0000002559,CUST00186322,15-02-2021,23:04:00,23,0,1,UK,Sydney,Travel,Bank Transfer,Mobile,44,680,7.1,62937.75,426.07,157,20,15.5,3.39,1,0,0,0,None
TXN0000002560,CUST00179968,14-06-2024,18:30:00,18,0,0,Australia,Munich,Restaurant,Debit Card,Mobile,33,633,23.3,12045.96,44.4,139,12,17.2,28.61,0,1,0,0,None
TXN0000002561,CUST00136729,13-05-2020,09:53:00,9,0,0,Japan,Melbourne,ATM Withdrawal,Credit Card,Mobile,21,698,12,7653.78,57.04,126,20,16.3,6.05,0,0,0,0,None
TXN0000002562,CUST00124866,05-08-2020,08:01:00,8,0,0,Japan,Ṣo Paulo,Clothing,Credit Card,Mobile,44,652,0.5,51178.1,23.81,160,21,63.4,14.94,0,0,0,0,None
TXN0000002563,CUST00074521,20-01-2023,05:55:00,5,0,1,Brazil,Ṣo Paulo,Electronics,Debit Card,Mobile,18,610,3.2,16031.16,302.66,128,16,46.3,8.33,0,0,1,0,None
TXN0000002564,CUST00194813,03-05-2020,20:38:00,20,1,0,USA,Los Angeles,Gaming,Credit Card,Mobile,51,708,14.5,3614.12,124.44,136,19,12.1,68.02,0,0,0,0,None
TXN0000002565,CUST00064310,15-08-2023,13:32:00,13,0,0,Canada,Osaka,Utilities,Debit Card,ATM,69,585,1.8,977.55,167.94,126,21,16.7,19.44,0,0,0,0,None
TXN0000002566,CUST00029985,29-11-2023,22:41:00,22,0,1,Germany,Ṣo Paulo,Education,Debit Card,Desktop,31,724,9.3,1984.83,68.5,144,22,42,2.02,0,0,0,0,None
TXN0000002567,CUST00118948,15-02-2022,23:03:00,23,0,1,USA,Guadalajara,Grocery,Bank Transfer,Desktop,78,621,7.1,4879.61,49.01,171,15,20.6,11.94,0,1,0,0,None
TXN0000002568,CUST00005902,02-01-2020,08:16:00,8,0,0,Australia,Munich,Healthcare,Debit Card,Desktop,34,610,0.1,47937.6,28.36,165,23,7.7,3.07,0,2,1,0,None
TXN0000002569,CUST00162625,05-06-2021,02:52:00,2,1,1,Mexico,Manchester,Crypto Exchange,Credit Card,Mobile,28,683,0.3,4981.67,66.98,171,18,28.4,21.65,0,0,0,0,None
TXN0000002570,CUST00031056,06-08-2023,06:41:00,6,1,1,USA,London,Healthcare,Debit Card,Mobile,29,689,3.3,722.85,100.32,151,30,3.6,9.69,0,0,0,0,None
TXN0000002571,CUST00168758,28-01-2022,05:36:00,5,0,1,Canada,Delhi,Restaurant,Mobile Payment,Desktop,37,688,7.7,19554.53,5.09,148,20,6.1,2.01,0,0,0,0,None
TXN0000002572,CUST00145789,15-12-2022,04:27:00,4,0,1,France,Delhi,Travel,Debit Card,Tablet,32,623,0.5,4259.87,318.16,145,18,24.5,7.77,0,0,0,0,None
TXN0000002573,CUST00114100,05-04-2020,18:48:00,18,1,0,India,Toronto,Grocery,Credit Card,Mobile,39,644,1.5,17306.13,63.46,157,17,3.3,7.69,0,0,0,0,None
TXN0000002574,CUST00011139,15-11-2022,23:08:00,23,0,1,USA,Munich,Utilities,Debit Card,Desktop,48,660,4.6,17762.42,24.9,141,17,11.2,9.84,0,0,0,0,None
TXN0000002575,CUST00166371,23-04-2020,16:28:00,16,0,0,Japan,London,Entertainment,Credit Card,ATM,50,634,9,6717.98,25.21,152,20,18.2,17.83,0,1,0,0,None
TXN0000002576,CUST00182185,25-05-2024,03:21:00,3,1,1,Canada,Mumbai,Clothing,Credit Card,Mobile,24,668,0.2,105.27,120.53,154,18,11.1,10.16,0,0,0,0,None
TXN0000002577,CUST00023430,09-02-2020,02:34:00,2,1,1,Brazil,Los Angeles,Gaming,Bank Transfer,Mobile,54,711,8.3,12450.85,44.88,165,15,13.9,6.08,0,0,0,0,None
TXN0000002578,CUST00050201,08-08-2020,21:35:00,21,1,0,USA,Melbourne,ATM Withdrawal,Bank Transfer,Mobile,47,804,1.1,2959.62,12.29,155,18,14.3,0.88,0,0,0,0,None
TXN0000002579,CUST00179317,19-06-2024,09:39:00,9,0,0,USA,Berlin,Clothing,Debit Card,Desktop,41,679,1.6,14787.22,47.36,154,22,7.4,51.06,0,0,0,0,None
TXN0000002580,CUST00101269,19-06-2023,05:33:00,5,0,1,UK,Toronto,Entertainment,Bank Transfer,ATM,51,691,0.5,2192.38,32.82,176,18,42.7,16.71,0,0,0,0,None
TXN0000002581,CUST00017348,12-01-2021,12:50:00,12,0,0,Mexico,Berlin,Crypto Exchange,Mobile Payment,Desktop,44,697,18.7,48795.86,144.22,152,22,10.2,5.62,0,0,0,0,None
TXN0000002582,CUST00147993,14-07-2023,15:51:00,15,0,0,USA,Mexico City,Utilities,Credit Card,Desktop,36,616,0.8,21896.69,185.29,159,20,14.7,56.24,0,0,0,0,None
TXN0000002583,CUST00031823,01-10-2021,02:01:00,2,0,1,Brazil,Rio,ATM Withdrawal,Debit Card,Desktop,49,787,1.5,461.61,37,154,13,12.4,6.9,0,0,0,0,None
TXN0000002584,CUST00177732,09-07-2024,06:20:00,6,0,1,France,Sydney,Gaming,Debit Card,POS Terminal,29,678,6.5,14346.35,115.8,146,24,16.9,0.22,0,0,0,0,None
TXN0000002585,CUST00040109,28-01-2022,14:41:00,14,0,0,UK,Munich,Utilities,Credit Card,Tablet,28,724,9.6,57530.03,4.42,146,25,0.8,8.38,0,0,0,0,None
TXN0000002586,CUST00128956,20-06-2020,02:14:00,2,1,1,USA,Osaka,Gaming,Mobile Payment,Desktop,46,674,4.8,9305.73,115.46,158,16,7.7,16.42,0,0,0,0,None
TXN0000002587,CUST00007968,18-12-2023,21:21:00,21,0,0,Germany,Toronto,Entertainment,Mobile Payment,Mobile,60,850,1.7,6696.17,52.81,138,21,17.1,41.7,0,0,0,0,None
TXN0000002588,CUST00110720,30-09-2020,19:02:00,19,0,0,India,Munich,Electronics,Credit Card,Mobile,35,636,8.3,9627.78,419.19,152,14,2.1,22.65,0,0,0,0,None
TXN0000002589,CUST00011872,25-07-2024,18:21:00,18,0,0,Canada,London,Clothing,Credit Card,Desktop,39,707,8.1,17920.22,29.13,151,17,46.2,1.38,1,2,0,0,None
TXN0000002590,CUST00164686,05-01-2020,22:51:00,22,1,1,Germany,Los Angeles,Travel,Debit Card,Mobile,47,580,2.8,1155.2,479.69,144,16,47.1,12.93,0,1,0,0,None
TXN0000002591,CUST00028180,16-03-2021,19:43:00,19,0,0,UK,Los Angeles,Clothing,Credit Card,POS Terminal,50,640,1.1,17875.03,66.42,146,21,7.6,32.64,0,0,0,0,None
TXN0000002592,CUST00183261,14-06-2021,18:54:00,18,0,0,UK,London,Entertainment,Credit Card,Mobile,38,687,6.5,8079.05,29.78,157,21,28.1,12.22,0,1,0,0,None
TXN0000002593,CUST00055100,11-06-2023,04:58:00,4,1,1,Australia,Osaka,ATM Withdrawal,Debit Card,POS Terminal,37,709,3.2,19672.07,19.79,157,22,19,16.32,0,0,0,0,None
TXN0000002594,CUST00035263,27-11-2020,03:27:00,3,0,1,India,Guadalajara,Entertainment,Debit Card,Mobile,76,834,6.6,5309.99,35.23,139,22,7.3,0.62,0,0,0,0,None
TXN0000002595,CUST00078214,09-02-2021,09:50:00,9,0,0,Mexico,Ṣo Paulo,Healthcare,Mobile Payment,Desktop,44,679,4.2,19185.3,23,144,19,30.2,0.71,0,0,0,0,None
TXN0000002596,CUST00117408,05-10-2021,13:07:00,13,0,0,Canada,Osaka,Electronics,Debit Card,Mobile,56,844,5.1,6866.63,510.85,135,20,2,3.71,0,0,0,0,None
TXN0000002597,CUST00149341,15-06-2024,08:22:00,8,1,0,USA,Mumbai,Entertainment,Credit Card,ATM,43,677,3.2,23538.92,117.53,145,24,9,10.27,0,0,0,0,None
TXN0000002598,CUST00086270,29-11-2020,01:25:00,1,1,1,USA,Mexico City,Entertainment,Credit Card,Desktop,62,666,8,5734.42,18.28,146,15,7,4.99,0,1,0,0,None
TXN0000002599,CUST00060546,01-07-2022,02:00:00,2,0,1,Australia,Mexico City,Electronics,Debit Card,Mobile,47,683,0.8,10962.02,225.69,127,18,51.8,1.82,1,0,0,0,None
TXN0000002600,CUST00039923,02-03-2024,13:44:00,13,1,0,Canada,Sydney,Online Shopping,Debit Card,Desktop,34,778,1.4,2711.79,50.57,157,17,7.2,1.05,0,1,0,0,None
TXN0000002601,CUST00042914,25-12-2024,13:40:00,13,0,0,Japan,Berlin,Grocery,Bank Transfer,ATM,24,694,2.8,4393.53,282.18,149,23,26.4,1.92,1,0,0,0,None
TXN0000002602,CUST00097034,28-01-2022,12:48:00,12,0,0,Mexico,Mumbai,Education,Debit Card,POS Terminal,19,751,7.3,2470.61,49.81,147,14,17,8.48,0,0,0,0,None
TXN0000002603,CUST00104793,27-02-2020,03:36:00,3,0,1,Germany,Munich,Electronics,Cheque,Mobile,40,617,1.2,2198.19,1822.07,164,20,12.1,48.17,0,0,0,0,None
TXN0000002604,CUST00186750,13-09-2020,19:20:00,19,1,0,USA,Lyon,Electronics,Credit Card,Mobile,69,640,6.8,1241.89,342.13,151,11,1.1,54.03,0,0,0,0,None
TXN0000002605,CUST00180914,10-12-2024,05:24:00,5,0,1,USA,Sydney,Online Shopping,Crypto,POS Terminal,49,714,3,4561.91,77.49,153,27,4.7,10.62,0,3,0,0,None
TXN0000002606,CUST00177405,17-09-2024,17:25:00,17,0,0,India,London,Grocery,Bank Transfer,Tablet,80,656,4.6,72510.68,94.87,133,23,12,18.67,0,0,0,0,None
TXN0000002607,CUST00119864,19-03-2024,14:17:00,14,0,0,Brazil,Melbourne,Grocery,Debit Card,POS Terminal,63,791,1.7,3864.05,107.96,146,23,11.2,17.07,0,0,0,0,None
TXN0000002608,CUST00156105,05-02-2023,17:03:00,17,1,0,USA,Munich,Online Shopping,Credit Card,POS Terminal,33,659,1.9,55465.13,153.41,144,15,8.6,8.87,1,0,0,0,None
TXN0000002609,CUST00168919,04-12-2022,21:18:00,21,1,0,Germany,Munich,Travel,Credit Card,Mobile,30,743,6.3,20184.23,1004.25,160,17,24.7,7.73,0,0,0,0,None
TXN0000002610,CUST00190547,29-11-2024,20:07:00,20,0,0,Australia,Vancouver,Clothing,Credit Card,Mobile,44,536,4,4457.49,26.61,150,25,1.6,1.31,1,0,0,0,None
TXN0000002611,CUST00044937,20-05-2021,11:37:00,11,0,0,USA,Tokyo,Education,Debit Card,Mobile,22,748,0.8,20700.69,170.42,150,27,1.1,2.7,0,0,0,0,None
TXN0000002612,CUST00160867,13-08-2022,01:37:00,1,1,1,USA,Delhi,Restaurant,Mobile Payment,Mobile,40,651,6.7,50559.29,42.15,125,27,3.2,38.36,0,0,0,0,None
TXN0000002613,CUST00192661,29-03-2024,21:52:00,21,0,0,Germany,Tokyo,ATM Withdrawal,Debit Card,Desktop,43,672,0.2,3701.71,42.93,159,20,54,4.03,0,0,0,0,None
TXN0000002614,CUST00181404,25-08-2021,05:34:00,5,0,1,USA,Delhi,Education,Debit Card,Mobile,53,605,0.6,196.46,45.37,129,25,3.9,1.28,0,2,0,0,None
TXN0000002615,CUST00028142,26-01-2021,06:11:00,6,0,1,USA,Los Angeles,Electronics,Credit Card,Desktop,51,734,5.6,2940.97,440.88,144,25,39.6,2.99,1,0,0,0,None
TXN0000002616,CUST00140147,31-07-2023,14:59:00,14,0,0,Germany,Mumbai,Entertainment,Credit Card,Mobile,38,617,4.1,2169.51,40.97,149,15,1.1,0.59,0,0,0,0,None
TXN0000002617,CUST00137479,14-03-2020,07:19:00,7,1,0,France,Sydney,Entertainment,Debit Card,Mobile,51,636,8,7721.61,19.73,151,26,7.3,38.61,0,1,0,0,None
TXN0000002618,CUST00097360,06-11-2022,09:29:00,9,1,0,Japan,Osaka,Restaurant,Credit Card,Mobile,25,556,7.2,439.41,153.64,135,19,9.9,3.69,0,0,0,0,None
